StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q138,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q140_First Click,Q140_Last Click,Q140_Page Submit,Q140_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-06-07 15:24:10,2023-06-07 15:35:09,0,71.80.18.66,100,659,1,2023-06-07 15:35:10,R_24oyVobh3WKZ9cL,,,,,35.1366,-84.8495,anonymous,EN,1,5caa9cf483762200161a6986,1,1,0,0,17.33,0,0,0,3.012,0,60,0,0,4.103,0,0,0,23.416,0,1,3,593,218,Region #2,15,3,0,0,10.198,0,0,0,20.669,0,0,0,25.113,0,,,,,,,,,,,,,,,0,0,4.202,0,1,6,8,,,,,,0,0,15.006,0,,,,,,,,,To see whether someone would choose their own tasks or leave it up to chance,1,,2,"I feel like it's possible everyone was told they didn't get chosen and were shown a premade video of the ""chosen"" participant.",1,,,23,2,,7,1,1,1,6392NwKkvp,Study1_MoHi10,,114,R_24oyVobh3WKZ9cL,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player4-Underestimator: they showed the picture for so little time
<br>Player1-Overestimator: It was hard for me to estimate the number of dots lol
<br>Player2-Underestimator: I think it was just impossible to guess the exact number in that time frame.
<br>Player1-Overestimator: They showed it very shortly for me too
<br>Player3-Overestimator: Same here. Very short time frame to look.
<br>Player4-Underestimator: yea
<br>Player2-Underestimator: You all real?
<br>Player3-Overestimator: Plus, with all the different sizes.
<br>Player1-Overestimator: I would like to know how many are there now
<br> *** Player1-Overestimator has left the chat ***
<br>Player1-Overestimator: yes
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:12:46,2023-06-07 15:35:24,0,173.24.144.70,100,1357,1,2023-06-07 15:35:25,R_3hzt9TEKHqgeTTD,,,,,35.6208,-117.6732,anonymous,EN,1,631f42113c39c2121e543b18,1,1,0,0,8.817,0,0.735,0.735,3.011,1,42,0,0,0.593,0,11.353,20.873,21.866,4,1,4,261,262,Region #1,17,3,0,0,26.122,0,5.164,12.989,17.073,2,0,0,25.018,0,,,,,,,,,,,,,,,0,0,5.608,0,1,6,5,No.,0,0,15.01,0,,,,,,,,,,,,,To test people's beliefs.,1,,1,,1,,"Yes. I enjoyed taking part in this study. As a token of thanks, I would like to offer you a wonderful deal. In trade for nothing, I will let you know participant preferences. In other words, if you would like, I will tell you what sounds more appealing to the average participant. Or I could answer questions. Whatever the case is, I will provide you with quality answers-for free! I'd also like to say that this study was well created. I would suggest offering bonuses to the top 10 participants in the future. This would encourage participants like me to try harder and put more effort into the task.",26,2,,2,5,1,1,6392NwKkvp,Study1_MoHi10,,113,R_3hzt9TEKHqgeTTD,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: Yo! How much did everyone guess?
<br>Player3-Overestimator: 65
<br>Player4-Underestimator: 69 here
<br>Player2-Underestimator: Hi I was an underestimator.
<br>Player2-Underestimator: I guessed 20
<br>Player1-Overestimator: It was really difficult to estimate. 40
<br>Player4-Underestimator: Huh I underestimated with a higher number
<br>Player1-Overestimator: I was overestimater
<br>Player2-Underestimator: I had a hard time with estimating it
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>Player1-Overestimator: Waaaaa
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:26:28,2023-06-07 15:35:43,0,97.83.213.11,100,555,1,2023-06-07 15:35:44,R_2dgLFlotiRm3pFN,,,,,43.4219,-88.1847,anonymous,EN,1,5fb7c9683359973a5ebb4076,1,1,0,0,7.798,0,0,0,3.005,0,50,0,0,9.934,0,0,0,22.332,0,1,1,778,285,Region #2,14,3,0,0,7.083,0,0,0,14.101,0,0,0,25.006,0,,,,,,,,,,,0,0,15.017,0,0,0,4.017,0,1,4,9,,,,,,,,,,,,,,,,,,"I think you wanted to see if people were more likely to randomly distribute tasks or to pick whatever they wanted most.  And also, to see how outside observers felt about that decision process",2,Their responses seemed fairly mechanical,2,Because it would make sense in the scope of the experiment to just show a video of what you wanted the participants to see.,1,,,36,1,,7,5,1,1,6392NwKkvp,Study1_MoHi10,,115,R_2dgLFlotiRm3pFN,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player3-Overestimator: Hi, how did you do in the previous task?
<br>Player2-Underestimator: I underestimated the amount of dots
<br>Player4-Underestimator: It was a bit tough because it was such a short time
<br>Player1-Overestimator: I overestimated, but I'm sure only by like one or two
<br>Player3-Overestimator: I overestimated, but sometimes I feel like those pictures are to trick you with that type of stuff.
<br>Player4-Underestimator: yeah, the different sizes didn't help
<br>Player1-Overestimator: for sure
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:21:53,2023-06-07 15:35:47,0,97.82.216.154,100,834,1,2023-06-07 15:35:47,R_3PNS09IwlEMiqd6,,,,,35.5397,-82.5151,anonymous,EN,1,60c50f3ccf2eebcf270b9488,1,1,0,0,9.189,0,0,0,3.126,0,100,0,0,194.226,0,15.686,15.686,37.101,1,1,4,109,348,Region #1,17,3,0,0,7.46,0,0,0,11.554,0,0,0,25.019,0,,,,,,,,,,,,,,,0,0,8.665,0,1,6,7,,,,,,,,,,0,0,15.129,0,,,,,"To see how many people in the over or under group choose the task that takes less time. ",1,,1,,1,,,46,2,,7,2,1,1,6392NwKkvp,Study1_MoHi10,,112,R_3PNS09IwlEMiqd6,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player1-Overestimator: wow much dots
<br>Player3-Overestimator: Hello, yes, I overestimated the amount.
<br>Player1-Overestimator: me too
<br>Player4-Underestimator: I said 80 and I was under
<br>Player3-Overestimator: Haha, they didn't give me time to count them. 
<br>Player1-Overestimator: I said 50 and was over
<br>Player3-Overestimator: I said 100 
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:22:22,2023-06-07 15:36:07,0,72.207.47.153,100,824,1,2023-06-07 15:36:08,R_26nUSlrfBPlPMpZ,,,,,32.7097,-117.1228,anonymous,EN,1,575865ba7b74a80006de2689,1,1,0,0,15.681,0,0,0,3.133,0,46,0,0,0.551,0,0,0,23.494,0,1,4,597,213,Region #2,14,3,0,0,10.299,0,0,0,21.269,0,0,0,25.027,0,1,21.122,21.122,22.429,1,1,1,1,9,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The purpose of this experiment was to see how fair individuals are with each other.,1,,1,,1,,N/A.,23,1,,4,1,1,1,6392NwKkvp,Study1_MoHi10,,115,R_26nUSlrfBPlPMpZ,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player3-Overestimator: Hi, how did you do in the previous task?
<br>Player2-Underestimator: I underestimated the amount of dots
<br>Player4-Underestimator: It was a bit tough because it was such a short time
<br>Player1-Overestimator: I overestimated, but I'm sure only by like one or two
<br>Player3-Overestimator: I overestimated, but sometimes I feel like those pictures are to trick you with that type of stuff.
<br>Player4-Underestimator: yeah, the different sizes didn't help
<br>Player1-Overestimator: for sure
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:26:24,2023-06-07 15:36:21,0,35.140.196.150,100,596,1,2023-06-07 15:36:22,R_2xKafc08Z37mXU7,,,,,27.8485,-82.7944,anonymous,EN,1,588908498fd7f00001d735f8,1,1,14.557,14.557,15.502,1,0,0,3.007,0,135,0,0,12.428,0,0,0,21.462,0,1,3,615,157,Region #2,15,3,0,0,7.771,0,0,0,53.974,0,0,0,25.01,0,,,,,,,,,,,,,,,0,0,3.2,0,3,5,8,,,,,,,,,,,,,,0,0,15.107,0,See how we reacted to other people picking the clearly better option.,2,There wasn't enough time to even make any conversation and they were pretty cookie cutter comments.,2,I just didn't think they were real people.,1,,"I definitely still acted as though I presumed they were real, as I considered there was definitely a chance.",27,1,,7,4,1,1,6392NwKkvp,Study1_MoHi10,,115,R_2xKafc08Z37mXU7,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player3-Overestimator: Hi, how did you do in the previous task?
<br>Player2-Underestimator: I underestimated the amount of dots
<br>Player4-Underestimator: It was a bit tough because it was such a short time
<br>Player1-Overestimator: I overestimated, but I'm sure only by like one or two
<br>Player3-Overestimator: I overestimated, but sometimes I feel like those pictures are to trick you with that type of stuff.
<br>Player4-Underestimator: yeah, the different sizes didn't help
<br>Player1-Overestimator: for sure
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:21:41,2023-06-07 15:36:25,0,150.221.161.77,100,884,1,2023-06-07 15:36:26,R_2ASxb4WKWYKIq8G,,,,,33.0563,-96.7341,anonymous,EN,1,5dcfe5ec41fb3f0de0080f1a,1,1,0,0,34.629,0,0,0,3.008,0,30,0,0,84.258,0,0,0,22.437,0,1,4,866,237,Region #2,14,3,0,0,10.488,0,0,0,11.813,0,0,0,25.137,0,,,,,,,,,,,0,0,15.115,0,0,0,7.168,0,1,3,10,I think of course people are going to assign the easier task to themselves.,,,,,,,,,,,,,,,,,response to unfair activity,1,,1,,1,,,58,2,,7,1,1,1,6392NwKkvp,Study1_MoHi10,,113,R_2ASxb4WKWYKIq8G,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: Yo! How much did everyone guess?
<br>Player3-Overestimator: 65
<br>Player4-Underestimator: 69 here
<br>Player2-Underestimator: Hi I was an underestimator.
<br>Player2-Underestimator: I guessed 20
<br>Player1-Overestimator: It was really difficult to estimate. 40
<br>Player4-Underestimator: Huh I underestimated with a higher number
<br>Player1-Overestimator: I was overestimater
<br>Player2-Underestimator: I had a hard time with estimating it
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>Player1-Overestimator: Waaaaa
<br>",,chatLog,,,
2023-06-07 15:28:50,2023-06-07 15:37:34,0,174.162.56.209,100,524,1,2023-06-07 15:37:35,R_30nHLogpZkVP35k,,,,,42.613,-83.0346,anonymous,EN,1,63008ac67b7d6d032e5c1884,1,1,0,0,7.899,0,0,0,3.11,0,100,0,0,30.007,0,0,0,22.221,0,1,4,308,290,Region #1,15,3,0,0,14.917,0,0,0,13.481,0,0,0,25.106,0,,,,,,,,,,,,,,,2.053,2.053,4.1,1,1,1,8,,0,0,15.006,0,,,,,,,,,,,,,I have no idea at all.,1,,1,,1,,,30,1,,7,1,1,1,6392NwKkvp,Study1_MoHi10,,116,R_30nHLogpZkVP35k,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player4-Underestimator: Hi!
<br>Player1-Overestimator: Hello
<br>Player3-Overestimator: Hello!
<br>Player2-Underestimator: Hi! I am an underestimator
<br>Player4-Underestimator: I basically counted the corner and multiplied it by 10 
<br>Player1-Overestimator: I just did a ballpark guess, there wasn't time to do much
<br>Player4-Underestimator: me too!
<br>Player2-Underestimator: It was not too easy for me to estimate the number of dots. I counted the biggest ones and multiply by 10 too
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:20:25,2023-06-07 15:39:21,0,24.178.152.44,100,1136,1,2023-06-07 15:39:22,R_2qb06zxuijUAToV,,,,,35.7532,-81.3264,anonymous,EN,1,63e4491f920c1457c5e63649,1,1,0,0,124.044,0,0,0,3.008,0,40,0,0,137.984,0,0,0,25.176,0,1,4,313,283,Region #1,15,3,0,0,30.142,0,0,0,24.665,0,0,0,25.008,0,1,17.331,17.331,18.479,1,1,1,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To determine whether people assign themselves the easier task when given the option, and to determine how people behave when they know their choices are being watched",1,,1,,1,,,33,1,,7,3,1,1,6392NwKkvp,Study1_MoHi10,,112,R_2qb06zxuijUAToV,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player1-Overestimator: wow much dots
<br>Player3-Overestimator: Hello, yes, I overestimated the amount.
<br>Player1-Overestimator: me too
<br>Player4-Underestimator: I said 80 and I was under
<br>Player3-Overestimator: Haha, they didn't give me time to count them. 
<br>Player1-Overestimator: I said 50 and was over
<br>Player3-Overestimator: I said 100 
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:26:55,2023-06-07 15:39:59,0,23.241.10.207,100,783,1,2023-06-07 15:40:00,R_3hb9IAiRlVX0pNl,,,,,34.1082,-118.1569,anonymous,EN,1,612d20ea1043719545f90f62,1,1,0,0,134.726,0,0,0,3.012,0,60,0,0,17.229,0,0,0,22.701,0,1,4,547,328,Region #2,14,3,0,0,11.48,0,1.816,1.816,20.444,1,0,0,25.011,0,,,,,,,,,,,0,0,15.008,0,0,0,6.234,0,2,3,10,,,,,,,,,,,,,,,,,,How I perceive the others to be fair based on the fact that the other participant can select the easier task.,2,They did not seem interactive.,2,The recording was captured and processed too fast to be true.,1,,,29,1,,2,4,1,1,6392NwKkvp,Study1_MoHi10,,116,R_3hb9IAiRlVX0pNl,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player4-Underestimator: Hi!
<br>Player1-Overestimator: Hello
<br>Player3-Overestimator: Hello!
<br>Player2-Underestimator: Hi! I am an underestimator
<br>Player4-Underestimator: I basically counted the corner and multiplied it by 10 
<br>Player1-Overestimator: I just did a ballpark guess, there wasn't time to do much
<br>Player4-Underestimator: me too!
<br>Player2-Underestimator: It was not too easy for me to estimate the number of dots. I counted the biggest ones and multiply by 10 too
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:31:16,2023-06-07 15:42:06,0,68.59.35.207,100,650,1,2023-06-07 15:42:06,R_2UWA34KTuh9upJU,,,,,45.0702,-93.4556,anonymous,EN,1,60fcf6b8fcdfa822c55aaed7,1,1,0,0,89.984,0,0,0,3.112,0,50,0,0,24.219,0,0,0,21.34,0,1,2,576,350,Region #2,17,3,0,0,11.698,0,0,0,13.839,0,0,0,25.107,0,,,,,,,,,,,0,0,15.108,0,0,0,4.887,0,1,3,8,,,,,,,,,,,,,,,,,,to see if people choose an easier task for themselves,1,,1,,1,,,13,2,,"1,7",1,1,1,6392NwKkvp,Study1_MoHi10,,118,R_2UWA34KTuh9upJU,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player1-Overestimator: Hello! I guess I just guess-timated what I thought 50 is.
<br>Player2-Underestimator: I also said 50
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
