StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q167_First Click,Q167_Last Click,Q167_Page Submit,Q167_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q172_First Click,Q172_Last Click,Q172_Page Submit,Q172_Click Count,Q177_First Click,Q177_Last Click,Q177_Page Submit,Q177_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-06-28 12:03:57,2023-06-28 12:20:35,IP Address,67.0.73.94,100,997,True,2023-06-28 12:20:35,R_UsY8hH61hcFdZWp,,,,,35.0506,-106.7249,anonymous,EN,I consent to the study.,6019bbb66e5c2815ba3728b6,"Yes, I understand.",0,0,10.952,0,0,0,3.117,0,45,0,0,0.552,0,0,0,37.661,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,136,211,Region #1,Disagree,"Somewhat 
Disagree
3
",0,0,33.473,0,0,0,28.824,0,0,0,25.113,0,,,,,,,,,,,,,,,Yes,Neither Fairly or Unfairly,8,no,,,,,,,,,0,0,45.111,0,,,,,I do not know,No,there was no small talk or uncertainty,No,this did not feel like something where all four participants went through it at the same pace and assignments could be handed out that quickly,On a desktop or laptop computer,,no,39,Woman,,"Asian,White",Very Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,54,R_UsY8hH61hcFdZWp,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player2-Republican: How many dots did you count?
<br>Player3-Democrat: I estimated 45
<br>Player1-Democrat: i guessed 45 too lol
<br>Player2-Republican: Wow... my image was HUGE.  
<br>Player1-Democrat: i underestimated
<br>Player3-Democrat: me too
<br>Player4-Republican: I estimated 123. There were lots of dots in mine.
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-06-28 11:58:22,2023-06-28 12:21:47,IP Address,69.133.21.32,100,1405,True,2023-06-28 12:21:48,R_1OpBKqG8rUKOCjD,,,,,37.737,-85.2108,anonymous,EN,I consent to the study.,63bf40687b33e43442effb9b,"Yes, I understand.",0,0,421.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,58,R_1OpBKqG8rUKOCjD,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:11:48,2023-06-28 12:21:59,IP Address,174.28.45.255,100,611,True,2023-06-28 12:22:00,R_9NTR87ujDkTyktb,,,,,35.1518,-106.5789,anonymous,EN,I consent to the study.,5ded9996838b4f45b83bb3f9,"Yes, I understand.",0,0,351.343,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,58,R_9NTR87ujDkTyktb,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 12:24:20,2023-06-21 12:30:35,IP Address,71.162.2.89,4,374,False,2023-06-28 12:30:36,R_12hEYdJfwWyK8cX,,,,,,,anonymous,EN,I consent to the study.,601b28841ca7bb2f8edaa293,"Yes, I understand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,10,R_12hEYdJfwWyK8cX,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,null,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:29:05,2023-06-28 12:35:30,IP Address,67.172.14.192,100,385,True,2023-06-28 12:35:31,R_1FwFHTnAt3IfjN6,,,,,34.8108,-92.2249,anonymous,EN,I consent to the study.,56228c48ed6e5a0005c7fdd6,"Yes, I understand.",0,0,348.922,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,60,R_1FwFHTnAt3IfjN6,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:31:17,2023-06-28 12:35:34,IP Address,104.176.145.107,100,257,True,2023-06-28 12:35:35,R_6lg7dZLtgf4nfcR,,,,,33.5716,-101.8545,anonymous,EN,I consent to the study.,632b9d9bc38454f47019295c,"Yes, I understand.",0,0,198.484,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,60,R_6lg7dZLtgf4nfcR,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:31:03,2023-06-28 12:37:55,IP Address,24.62.163.174,100,412,True,2023-06-28 12:37:56,R_R37oRnYmAm8OsIV,,,,,42.9621,-71.449,anonymous,EN,I consent to the study.,63403b7f3fd164408c5ad4b0,"Yes, I understand.",5.847,113.429,380.177,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,59,R_R37oRnYmAm8OsIV,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:32:38,2023-06-28 12:38:00,IP Address,74.111.115.95,100,321,True,2023-06-28 12:38:00,R_23dg4n0OhEncOUb,,,,,40.4409,-79.9857,anonymous,EN,I consent to the study.,644150e6b846265e5d1c1d00,"Yes, I understand.",0,0,292.103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,59,R_23dg4n0OhEncOUb,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:34:22,2023-06-28 12:42:00,IP Address,71.200.172.171,100,457,True,2023-06-28 12:42:00,R_3L4NkqJQjFRe2u0,,,,,38.9187,-75.4291,anonymous,EN,I consent to the study.,595fdaa1d82b180001c6e460,"Yes, I understand.",0,0,394.204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,62,R_3L4NkqJQjFRe2u0,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:40:33,2023-06-28 12:43:33,IP Address,173.185.198.127,100,180,True,2023-06-28 12:43:34,R_1lrSoZbaEjBUrB8,,,,,33.431,-93.8765,anonymous,EN,I consent to the study.,6034badeb512f97ce3682dc7,"Yes, I understand.",0,0,134.559,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,61,R_1lrSoZbaEjBUrB8,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:36:42,2023-06-28 12:43:41,IP Address,104.229.196.8,100,418,True,2023-06-28 12:43:41,R_1MSZ6YDiHYiGGvm,,,,,43.1702,-77.6923,anonymous,EN,I consent to the study.,615567110b3d6e418c6add32,"Yes, I understand.",0,0,359.906,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,61,R_1MSZ6YDiHYiGGvm,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:27:26,2023-06-28 12:44:03,IP Address,172.75.54.251,100,997,True,2023-06-28 12:44:03,R_1jpGxFH1WKZmxGU,,,,,33.0273,-80.1768,anonymous,EN,I consent to the study.,63bb51fc88e4ccb9c2d4f4d5,"Yes, I understand.",528.973,528.973,534.766,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,61,R_1jpGxFH1WKZmxGU,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 12:43:52,2023-06-21 12:46:02,IP Address,24.153.52.219,1,129,False,2023-06-28 12:46:03,R_2v9bygOhIY1Gp8D,,,,,,,anonymous,EN,I consent to the study.,64010a38650fe3a1a2de05a9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,,R_2v9bygOhIY1Gp8D,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:44:31,2023-06-28 12:48:36,IP Address,162.212.60.209,100,245,True,2023-06-28 12:48:36,R_2xF6N6UAHBqjdCa,,,,,38.6664,-88.491,anonymous,EN,I consent to the study.,63e55887d67a5c7e32a678fa,"Yes, I understand.",0,0,193.493,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,63,R_2xF6N6UAHBqjdCa,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:42:18,2023-06-28 12:49:15,IP Address,107.145.168.111,100,417,True,2023-06-28 12:49:16,R_2VOUhQnusIDKuw3,,,,,29.2866,-81.0869,anonymous,EN,I consent to the study.,610c54c190d4d2399972b294,"Yes, I understand.",0,0,349.834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,63,R_2VOUhQnusIDKuw3,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 12:46:24,2023-06-21 12:53:09,IP Address,71.41.4.41,36,404,False,2023-06-28 12:53:15,R_27qkoVaT0wzYXeQ,,,,,,,anonymous,EN,I consent to the study.,6110c755a1c8745e0fc3056f,"Yes, I understand.",0,0,159.183,0,0,0,3.006,0,120,0,0,49.196,0,0,0,21.36,0,IM_bO9xxI7k0acNQKW,should have the saving of human lives as an important goal.,314,276,Region #1,Slightly Agree,"Somewhat 
Disagree
3
",0,0,6.972,0,0,0,11.509,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,20,R_27qkoVaT0wzYXeQ,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,null,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player4-Republican: Hi
<br>Player1-Democrat: sup
<br>Player3-Democrat: how are you guys!
<br>Player4-Republican: Okay I am an under how about you guys
<br>Player2-Republican: Hey there!
<br>Player4-Republican: I am doing well 
<br>Player3-Democrat: I'm over
<br>Player1-Democrat: under
<br>Player2-Republican: Over
<br>Player4-Republican: I guess I should have added 20 to my number
<br>Player4-Republican: Hope you guys have a great day
<br>Player2-Republican: You too
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-06-28 12:48:44,2023-06-28 12:55:14,IP Address,76.18.94.108,100,390,True,2023-06-28 12:55:14,R_21FLmHiT7zcT9FA,,,,,35.0781,-106.6583,anonymous,EN,I consent to the study.,5fefefa4c9707d3516361c9c,"Yes, I understand.",9.028,342.324,358.393,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,64,R_21FLmHiT7zcT9FA,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:48:53,2023-06-28 12:55:48,IP Address,70.179.89.144,100,415,True,2023-06-28 12:55:49,R_3lAcAH29HJF98As,,,,,37.6596,-97.5828,anonymous,EN,I consent to the study.,5ef9df1812148a78af8e76dc,"Yes, I understand.",319.788,350.464,352.889,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,65,R_3lAcAH29HJF98As,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:50:48,2023-06-28 12:56:03,IP Address,72.174.160.36,100,314,True,2023-06-28 12:56:03,R_3MMd1fOrNxlUVg1,,,,,46.1303,-112.9752,anonymous,EN,I consent to the study.,60dfd857e293a99dd577f4c8,"Yes, I understand.",231.266,231.266,232.129,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,65,R_3MMd1fOrNxlUVg1,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:45:25,2023-06-28 12:56:22,IP Address,71.206.197.61,100,657,True,2023-06-28 12:56:23,R_3gTaqRdIRb3VFn4,,,,,40.3052,-79.5418,anonymous,EN,I consent to the study.,5b9845dfae52a00001482c02,"Yes, I understand.",2.761,2.761,395.046,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,64,R_3gTaqRdIRb3VFn4,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 12:48:27,2023-06-21 12:57:04,IP Address,104.238.254.220,85,517,False,2023-06-28 12:57:05,R_11dA7oYbAnpKw7V,,,,,,,anonymous,EN,I consent to the study.,5e2926d80beb030ede110e67,"Yes, I understand.",4.828,4.828,6.957,1,0,0,3.01,0,75,0,0,55.051,0,3.237,20.607,21.704,6,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,774,292,Region #2,Slightly Disagree,"Somewhat 
Disagree
3
",0,0,15.1,0,2.305,22.345,24.503,11,0,0,25.011,0,,,,,,,,,,,0,0,15.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,20,R_11dA7oYbAnpKw7V,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,null,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player4-Republican: Hi
<br>Player1-Democrat: sup
<br>Player3-Democrat: how are you guys!
<br>Player4-Republican: Okay I am an under how about you guys
<br>Player2-Republican: Hey there!
<br>Player4-Republican: I am doing well 
<br>Player3-Democrat: I'm over
<br>Player1-Democrat: under
<br>Player2-Republican: Over
<br>Player4-Republican: I guess I should have added 20 to my number
<br>Player4-Republican: Hope you guys have a great day
<br>Player2-Republican: You too
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:40:34,2023-06-21 12:57:14,IP Address,64.39.90.127,18,1000,False,2023-06-28 12:57:16,R_xyZL1Ic5Pw7ZXZ7,,,,,,,anonymous,EN,I consent to the study.,615327ab3d238b032366a545,"Yes, I understand.",0,0,115.446,0,0,0,3.016,0,175,305.438,305.438,421.209,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,14,R_xyZL1Ic5Pw7ZXZ7,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,null *** Warning: Participant Player3-Democrat timed out in stage 1. Survey terminated.,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: Not sure what to do here. Waited forever to get on.
<br>Player2-Republican: Hi there- I got a notification that the study was terminated?  Wondering why this advanced
<br>Player4-Republican: Agreed
<br>Player2-Republican: do we try to continue?
<br>Player4-Republican: I waited quite awhile and contacted the researcher. No response.
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-06-28 12:55:12,2023-06-28 12:58:15,IP Address,24.96.119.84,100,183,True,2023-06-28 12:58:16,R_2eWMDlpUx3K8lwn,,,,,32.4691,-86.4784,anonymous,EN,I consent to the study.,628fb69f72e574bb9a8c1a47,"Yes, I understand.",0,0,24.861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,66,R_2eWMDlpUx3K8lwn,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:49:05,2023-06-28 12:58:46,IP Address,148.170.121.149,100,581,True,2023-06-28 12:58:47,R_vB7X5OhSzTfYqOd,,,,,36.1732,-85.4536,anonymous,EN,I consent to the study.,63c1d184883ce15537788b40,"Yes, I understand.",0,0,387.866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,66,R_vB7X5OhSzTfYqOd,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 12:49:12,2023-06-21 13:00:58,IP Address,76.114.238.102,4,706,False,2023-06-28 13:01:02,R_bkGSjNP56nhUMdH,,,,,,,anonymous,EN,I consent to the study.,5f25c13cc7c8ea1ac7a0f863,"Yes, I understand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,36,R_bkGSjNP56nhUMdH,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 12:48:35,2023-06-21 13:03:13,IP Address,174.198.131.99,14,877,False,2023-06-28 13:04:03,R_41s2Jy9chjX3BuN,,,,,,,anonymous,EN,I consent to the study.,63d8518247f4eb60f36dd960,"Yes, I understand.",366.977,395.292,507.021,4,0,0,3.042,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,43,R_41s2Jy9chjX3BuN,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,null,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,,,,,,
2023-06-28 12:57:50,2023-06-28 13:04:09,IP Address,73.137.144.189,100,379,True,2023-06-28 13:04:09,R_3R3fPt8R9ak7V9h,,,,,33.2541,-84.2735,anonymous,EN,I consent to the study.,55ea70c37480920010aa9982,"Yes, I understand.",257.183,299.695,341.002,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,67,R_3R3fPt8R9ak7V9h,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 12:58:28,2023-06-28 13:04:20,IP Address,70.188.180.150,100,351,True,2023-06-28 13:04:21,R_1lyEfZAnNmo0Q9c,,,,,41.874,-71.3844,anonymous,EN,I consent to the study.,62fb84322433c8d7e890a145,"Yes, I understand.",0,0,253.442,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,67,R_1lyEfZAnNmo0Q9c,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 12:56:20,2023-06-21 13:04:44,IP Address,174.238.172.102,4,503,False,2023-06-28 13:04:46,R_2UgvMEcIiyG3Eik,,,,,,,anonymous,EN,I consent to the study.,600c167e28de48080e812884,"Yes, I understand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,46,R_2UgvMEcIiyG3Eik,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 12:47:07,2023-06-21 13:07:21,IP Address,67.165.58.165,1,1213,False,2023-06-28 13:07:23,R_x6eMk1rZdZEESGt,,,,,,,anonymous,EN,I consent to the study.,610309d6b51e8a9a5da8a6f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,,R_x6eMk1rZdZEESGt,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,,300,,no,yes,,,,,,,,,,,,,,
2023-06-28 13:03:25,2023-06-28 13:07:58,IP Address,66.25.40.80,100,272,True,2023-06-28 13:07:58,R_3dMpUJQeehLqPwa,,,,,32.9887,-95.94,anonymous,EN,I consent to the study.,62fbdda6e4b5a034b71296f8,"Yes, I understand.",222.538,222.538,225.045,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,68,R_3dMpUJQeehLqPwa,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
