participantRole,condition,fairness.new.,fairness,guesstimate.new._1,feedback..new.,Q94,Q95,Q129,Q96,Q128,Q131,timeOutLog,chatLog
Player3-Democrat,3,3,3,9,You're trying to make Democrats and Republicans judge each other (and vice-versa).,Make Democrats and Republicans judge each other based on decisions presented.,1,NA,1,NA,"Communism will prevail. Eat the rich.

Thank you!",OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: hey guys
<br>Player4-Republican: hiya
<br>Player1-Democrat: hey!
<br>Player3-Democrat: Those sure were some dots, eh?
<br>Player2-Republican: did ya'll like a second to count them?
<br>Player4-Republican: no kidding. and different sizes too!
<br>Player1-Democrat: I didn't even count them I just like guessed a random number
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player2-Republican,2,3,5,9,none,How people treat someone they just talked to?,1,NA,2,I thought that would have taken too long and they know that people didn't want to hang around that long.,Everything worked well.,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Hello!
<br>Player3-Democrat: hi guys
<br>Player1-Democrat: hello!
<br>Player4-Republican: Howdy... is this the island for broken toys (Overestimators)?
<br>Player1-Democrat: I was an underestimator for sure
<br>Player4-Republican: I guessed 46..I'm so ashamed.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player1-Democrat,4,3,3,10,None,The purpose of this experiment was to measure people's interaction and perception of others who share different political affiliations.,1,NA,1,NA,None,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player3-Democrat: Hello, all
<br>Player2-Republican: so guess I am an overestimator
<br>Player1-Democrat: Hello
<br>Player2-Republican: hello
<br>Player3-Democrat: I am, too
<br>Player1-Democrat: I am also an overestimator
<br>Player3-Democrat: I would say it was hard to figure out in such a short time
<br>Player2-Republican: well quess we all think big
<br>Player1-Democrat: when looking at the dots it felt like there were any there
<br>Player1-Democrat: I agree it was difficult
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player4-Republican,4,2,4,8,NA,Sampling of tasks determines a participants view of the other participants.,1,NA,1,NA,Thanks for the study.,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Hello!
<br>Player3-Democrat: hi guys
<br>Player1-Democrat: hello!
<br>Player4-Republican: Howdy... is this the island for broken toys (Overestimators)?
<br>Player1-Democrat: I was an underestimator for sure
<br>Player4-Republican: I guessed 46..I'm so ashamed.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player3-Democrat,1,NA,NA,NA,NA,Politics and fairness,2,Seemed contrived.  Sorry.,2,"Because I doubted they were real.  Again, sorry.",NA,OK -- no issues," *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: I guess 87 lol
<br>Player1-Democrat: Hello!
<br>Player3-Democrat: HI
<br>Player4-Republican: I was over
<br>Player1-Democrat: I went with 50 - I've no idea how to estimate that kind of thing
<br>Player3-Democrat: Under as well
<br>Player4-Republican: yeah that was hard
<br>Player1-Democrat: I was under - I guess that's what Democrat means here
<br> *** Player4-Republican has left the chat ***
<br>"
Player1-Democrat,2,2,5,9,no,unsure,1,NA,1,NA,n/a,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player1-Democrat: I felt it was hard to estimate the dots
<br>Player3-Democrat: I took a calculated guess.
<br>Player2-Republican: Number of dots is a joke - all you can do is guess
<br>Player4-Republican: Yep, pretty much
<br>Player3-Democrat: Joke is the right word.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player1-Democrat,1,NA,NA,NA,NA,to see if we would be random or give ourselves less work,2,No need for it and technically harder to put together as a study,2,Because I didn't have to do it,No,OK -- no issues," *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player3-Democrat: Hi everyone
<br>Player1-Democrat: Hello
<br>Player3-Democrat: I underestimated at 250
<br>Player4-Republican: It was easy to estimate the number of dots even if I was low.
<br>Player2-Republican: hello
<br>Player3-Democrat: what did you estimate
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>Player1-Democrat: I estimated 45
<br>Player1-Democrat: It seemed easy
<br>"
Player1-Democrat,1,NA,NA,NA,NA,not sure at all,1,NA,4,NA,NA,OK -- no issues," *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: I guess 87 lol
<br>Player1-Democrat: Hello!
<br>Player3-Democrat: HI
<br>Player4-Republican: I was over
<br>Player1-Democrat: I went with 50 - I've no idea how to estimate that kind of thing
<br>Player3-Democrat: Under as well
<br>Player4-Republican: yeah that was hard
<br>Player1-Democrat: I was under - I guess that's what Democrat means here
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player3-Democrat,1,NA,NA,NA,NA,"I have no clue, that was really confusing",2,Because they wouldn't answer my questions,4,NA,NA,OK -- no issues," *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player3-Democrat: Hi everyone
<br>Player1-Democrat: Hello
<br>Player3-Democrat: I underestimated at 250
<br>Player4-Republican: It was easy to estimate the number of dots even if I was low.
<br>Player2-Republican: hello
<br>Player3-Democrat: what did you estimate
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player2-Republican,3,3,5,10,Interesting process,See if people chose the easier and shorter task given the choice,2,Answers are too cut and dry,2,Nothing said or shown made me feel that way,Enjoyed the survey!,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player1-Democrat: I felt it was hard to estimate the dots
<br>Player3-Democrat: I took a calculated guess.
<br>Player2-Republican: Number of dots is a joke - all you can do is guess
<br>Player4-Republican: Yep, pretty much
<br>Player3-Democrat: Joke is the right word.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player1-Democrat,2,2,3,9,no,maybe to see how people would assign tasks,1,NA,1,NA,no,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player1-Democrat: hello
<br>Player4-Republican: hello
<br>Player1-Democrat: i totally overestimated on the previous task lol
<br>Player2-Republican: Heyy
<br>Player3-Democrat: Heyyy
<br>Player1-Democrat: not sure by how much though
<br>Player2-Republican: I overestimated , what about you guys
<br>Player4-Republican: i overestimated also
<br>Player2-Republican: I went with 120
<br>Player1-Democrat: i guessed 35 lol
<br>Player4-Republican: i guessed 150
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player2-Republican,4,1,4,10,no,I sure don't know,1,NA,1,NA,no,OK -- no issues," *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: I guess 87 lol
<br>Player1-Democrat: Hello!
<br>Player3-Democrat: HI
<br>Player4-Republican: I was over
<br>Player1-Democrat: I went with 50 - I've no idea how to estimate that kind of thing
<br>Player3-Democrat: Under as well
<br>Player4-Republican: yeah that was hard
<br>"
Player3-Democrat,2,1,3,9,no,whether participants would prefer one task group to another,2,"Frankly, the technology to do that is probably costly and unreliable.",1,NA,no,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player1-Democrat: I felt it was hard to estimate the dots
<br>Player3-Democrat: I took a calculated guess.
<br>Player2-Republican: Number of dots is a joke - all you can do is guess
<br>Player4-Republican: Yep, pretty much
<br>Player3-Democrat: Joke is the right word.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player4-Republican,3,2,6,5,none,choices,1,NA,1,NA,it was fun thank you,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player1-Democrat: hello
<br>Player4-Republican: hello
<br>Player1-Democrat: i totally overestimated on the previous task lol
<br>Player2-Republican: Heyy
<br>Player3-Democrat: Heyyy
<br>Player1-Democrat: not sure by how much though
<br>Player2-Republican: I overestimated , what about you guys
<br>Player4-Republican: i overestimated also
<br>Player2-Republican: I went with 120
<br>Player1-Democrat: i guessed 35 lol
<br>Player4-Republican: i guessed 150
<br>"
